date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
01/12/2016,Y60,MIDLANDS COMMISSIONING REGION,1054345,3889369.01,0,0
01/12/2016,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1109016,3918686.63,0,0
01/01/2017,Y56,LONDON COMMISSIONING REGION,486837,1971217.07,0,0
01/01/2017,Y58,SOUTH WEST COMMISSIONING REGION,587191,2064812.46,0,0
01/01/2017,Y61,EAST OF ENGLAND COMMISSIONING REGION,652005,2219694.29,0,0
01/01/2017,Y59,SOUTH EAST COMMISSIONING REGION,765314,3239809.82,0,0
01/01/2017,Y62,NORTH WEST COMMISSIONING REGION,842873,3130997.05,0,0
01/01/2017,Y60,MIDLANDS COMMISSIONING REGION,1011804,3477441.53,0,0
01/01/2017,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1065551,3410485.81,0,0
01/02/2017,Y56,LONDON COMMISSIONING REGION,457001,1836830.4,0,0
01/02/2017,Y58,SOUTH WEST COMMISSIONING REGION,555558,1938776.98,0,0
01/02/2017,Y61,EAST OF ENGLAND COMMISSIONING REGION,613503,2087124.66,0,0
01/02/2017,Y59,SOUTH EAST COMMISSIONING REGION,712369,2975488.98,0,0
01/02/2017,Y62,NORTH WEST COMMISSIONING REGION,781740,2878759.34,0,0
01/02/2017,Y60,MIDLANDS COMMISSIONING REGION,946210,3236580.42,0,0
01/02/2017,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,996664,3188409.45,0,0
01/03/2017,Y56,LONDON COMMISSIONING REGION,525109,2116766.29,0,0
01/03/2017,Y58,SOUTH WEST COMMISSIONING REGION,637032,2214178.42,0,0
01/03/2017,Y61,EAST OF ENGLAND COMMISSIONING REGION,706130,2396885.59,0,0
01/03/2017,Y59,SOUTH EAST COMMISSIONING REGION,821335,3477467.75,0,0
01/03/2017,Y62,NORTH WEST COMMISSIONING REGION,911773,3367962.91,0,0
01/03/2017,Y60,MIDLANDS COMMISSIONING REGION,1092808,3722857.68,0,0
01/03/2017,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1157235,3698506.21,0,0
01/04/2017,Y56,LONDON COMMISSIONING REGION,461667,1634007.5,0,0
01/04/2017,Y58,SOUTH WEST COMMISSIONING REGION,567642,1695307.23,0,0
01/04/2017,Y61,EAST OF ENGLAND COMMISSIONING REGION,630696,1905968.87,0,0
01/04/2017,Y59,SOUTH EAST COMMISSIONING REGION,731584,2747844.14,0,0
01/04/2017,Y62,NORTH WEST COMMISSIONING REGION,804685,2609022.01,0,0
01/04/2017,Y60,MIDLANDS COMMISSIONING REGION,971234,2942721.06,0,0
01/04/2017,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1025832,2884040.56,0,0
01/05/2017,Y56,LONDON COMMISSIONING REGION,513847,1833620.28,0,0
01/05/2017,Y58,SOUTH WEST COMMISSIONING REGION,621469,1842634.37,0,0
01/05/2017,Y61,EAST OF ENGLAND COMMISSIONING REGION,690536,2065704.47,0,0
01/05/2017,Y59,SOUTH EAST COMMISSIONING REGION,803747,3015128.7,0,0
01/05/2017,Y62,NORTH WEST COMMISSIONING REGION,873398,2807191.08,0,0
01/05/2017,Y60,MIDLANDS COMMISSIONING REGION,1060475,3181591.8,0,0
01/05/2017,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1118445,3117462.75,0,0
01/06/2017,Y56,LONDON COMMISSIONING REGION,512375,1765568.21,0,0
01/06/2017,Y58,SOUTH WEST COMMISSIONING REGION,621138,1792387.56,0,0
01/06/2017,Y61,EAST OF ENGLAND COMMISSIONING REGION,690368,2019296.88,0,0
01/06/2017,Y59,SOUTH EAST COMMISSIONING REGION,804009,2939148.56,0,0
01/06/2017,Y62,NORTH WEST COMMISSIONING REGION,888969,2835703.35,0,0
01/06/2017,Y60,MIDLANDS COMMISSIONING REGION,1067450,3153279.89,0,0
01/06/2017,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1137915,3114954.54,0,0
01/07/2017,Y56,LONDON COMMISSIONING REGION,505985,1748777.36,0,0
01/07/2017,Y58,SOUTH WEST COMMISSIONING REGION,610385,1768285.06,0,0
01/07/2017,Y61,EAST OF ENGLAND COMMISSIONING REGION,681676,1989989.94,0,0
