date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
01/08/2019,Y60,MIDLANDS COMMISSIONING REGION,242431,1242374.8,0,0
01/09/2019,Y56,LONDON COMMISSIONING REGION,123011,539258.45,0,0
01/09/2019,Y58,SOUTH WEST COMMISSIONING REGION,142317,496016.27,0,0
01/09/2019,Y61,EAST OF ENGLAND COMMISSIONING REGION,149895,649029.02,0,0
01/09/2019,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,169171,989059.1,0,0
01/09/2019,Y62,NORTH WEST COMMISSIONING REGION,170024,805419.85,0,0
01/09/2019,Y59,SOUTH EAST COMMISSIONING REGION,175356,855358.33,0,0
01/09/2019,Y60,MIDLANDS COMMISSIONING REGION,227679,1262977.01,0,0
01/10/2019,Y56,LONDON COMMISSIONING REGION,132537,572559.93,0,0
01/10/2019,Y58,SOUTH WEST COMMISSIONING REGION,151387,518411.59,0,0
01/10/2019,Y61,EAST OF ENGLAND COMMISSIONING REGION,159388,696669.25,0,0
01/10/2019,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,179858,1056217.91,0,0
01/10/2019,Y62,NORTH WEST COMMISSIONING REGION,181605,853321.14,0,0
01/10/2019,Y59,SOUTH EAST COMMISSIONING REGION,187458,876847.93,0,0
01/10/2019,Y60,MIDLANDS COMMISSIONING REGION,243046,1321447.5,0,0
01/11/2019,Y56,LONDON COMMISSIONING REGION,124314,541995.53,0,0
01/11/2019,Y58,SOUTH WEST COMMISSIONING REGION,143389,500908.19,0,0
01/11/2019,Y61,EAST OF ENGLAND COMMISSIONING REGION,151906,659557.53,0,0
01/11/2019,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,169792,995868.24,0,0
01/11/2019,Y62,NORTH WEST COMMISSIONING REGION,170868,812259.43,0,0
01/11/2019,Y59,SOUTH EAST COMMISSIONING REGION,177477,850566.02,0,0
01/11/2019,Y60,MIDLANDS COMMISSIONING REGION,229480,1225455.15,0,0
01/12/2019,Y56,LONDON COMMISSIONING REGION,126467,563199.04,0,0
01/12/2019,Y58,SOUTH WEST COMMISSIONING REGION,146792,519616.12,0,0
01/12/2019,Y61,EAST OF ENGLAND COMMISSIONING REGION,154259,688039.14,0,0
01/12/2019,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,174113,1025474.11,0,0
01/12/2019,Y62,NORTH WEST COMMISSIONING REGION,174715,849178.54,0,0
01/12/2019,Y59,SOUTH EAST COMMISSIONING REGION,181259,866647.31,0,0
01/12/2019,Y60,MIDLANDS COMMISSIONING REGION,234550,1258822.55,0,0
01/01/2020,Y56,LONDON COMMISSIONING REGION,132416,610882.32,0,0
01/01/2020,Y58,SOUTH WEST COMMISSIONING REGION,151849,539068.33,0,0
01/01/2020,Y61,EAST OF ENGLAND COMMISSIONING REGION,160323,716550.59,0,0
01/01/2020,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,180329,1078737.44,0,0
01/01/2020,Y62,NORTH WEST COMMISSIONING REGION,181861,903610.07,0,0
01/01/2020,Y59,SOUTH EAST COMMISSIONING REGION,187477,915049.85,0,0
01/01/2020,Y60,MIDLANDS COMMISSIONING REGION,244581,1334523.6,0,0
01/02/2020,Y56,LONDON COMMISSIONING REGION,119691,552485.7,0,0
01/02/2020,Y58,SOUTH WEST COMMISSIONING REGION,137737,496936.96,0,0
01/02/2020,Y61,EAST OF ENGLAND COMMISSIONING REGION,144309,646958.45,0,0
01/02/2020,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,160726,951911.3,0,0
01/02/2020,Y62,NORTH WEST COMMISSIONING REGION,161718,794292.36,0,0
01/02/2020,Y59,SOUTH EAST COMMISSIONING REGION,169059,821778.46,0,0
01/02/2020,Y60,MIDLANDS COMMISSIONING REGION,219400,1199728.51,0,0
01/03/2020,Y56,LONDON COMMISSIONING REGION,128118,630770.5,0,0
01/03/2020,Y58,SOUTH WEST COMMISSIONING REGION,147399,551674.61,0,0
01/03/2020,Y61,EAST OF ENGLAND COMMISSIONING REGION,155872,742382.91,0,0
01/03/2020,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,173630,1115527.8,0,0
01/03/2020,Y62,NORTH WEST COMMISSIONING REGION,175595,911653.89,0,0
01/03/2020,Y59,SOUTH EAST COMMISSIONING REGION,183273,936319.23,0,0
01/03/2020,Y60,MIDLANDS COMMISSIONING REGION,237360,1373525.66,0,0
01/04/2020,Y56,LONDON COMMISSIONING REGION,127293,607787.39,0,0
01/04/2020,Y58,SOUTH WEST COMMISSIONING REGION,145349,557068.05,0,0
01/04/2020,Y61,EAST OF ENGLAND COMMISSIONING REGION,153041,719719.91,0,0
01/04/2020,Y62,NORTH WEST COMMISSIONING REGION,172653,909876.34,0,0
01/04/2020,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,173041,1089492.07,0,0
01/04/2020,Y59,SOUTH EAST COMMISSIONING REGION,178859,951599.04,0,0
01/04/2020,Y60,MIDLANDS COMMISSIONING REGION,233465,1377235.43,0,0
01/05/2020,Y56,LONDON COMMISSIONING REGION,120924,587765.97,0,0
01/05/2020,Y58,SOUTH WEST COMMISSIONING REGION,135641,535110.79,0,0
01/05/2020,Y61,EAST OF ENGLAND COMMISSIONING REGION,145767,704194.5,0,0
01/05/2020,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,161564,1065565.73,0,0
01/05/2020,Y62,NORTH WEST COMMISSIONING REGION,164924,862900.15,0,0
01/05/2020,Y59,SOUTH EAST COMMISSIONING REGION,168643,899229.11,0,0
01/05/2020,Y60,MIDLANDS COMMISSIONING REGION,222335,1306855.38,0,0
01/06/2020,Y56,LONDON COMMISSIONING REGION,125871,622759.92,0,0
01/06/2020,Y58,SOUTH WEST COMMISSIONING REGION,140109,551085.41,0,0
01/06/2020,Y61,EAST OF ENGLAND COMMISSIONING REGION,149630,749276.25,0,0
01/06/2020,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,167549,1106304.72,0,0
01/06/2020,Y62,NORTH WEST COMMISSIONING REGION,172205,915972.14,0,0
01/06/2020,Y59,SOUTH EAST COMMISSIONING REGION,175337,943197.33,0,0
01/06/2020,Y60,MIDLANDS COMMISSIONING REGION,231979,1413000.69,0,0
01/07/2020,Y56,LONDON COMMISSIONING REGION,129500,668755.06,0,0
01/07/2020,Y58,SOUTH WEST COMMISSIONING REGION,144610,568284.92,0,0
01/07/2020,Y61,EAST OF ENGLAND COMMISSIONING REGION,155837,782799.88,0,0
01/07/2020,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,173698,1178575.13,0,0
01/07/2020,Y62,NORTH WEST COMMISSIONING REGION,177531,992897.97,0,0
01/07/2020,Y59,SOUTH EAST COMMISSIONING REGION,181449,994956.32,0,0
01/07/2020,Y60,MIDLANDS COMMISSIONING REGION,240013,1458574.3,0,0
01/08/2020,Y56,LONDON COMMISSIONING REGION,116161,599990.55,0,0
01/08/2020,Y58,SOUTH WEST COMMISSIONING REGION,131714,533228.05,0,0
01/08/2020,Y61,EAST OF ENGLAND COMMISSIONING REGION,141184,720435.16,0,0
01/08/2020,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,156104,1065267.19,0,0
01/08/2020,Y62,NORTH WEST COMMISSIONING REGION,159771,900355.71,0,0
01/08/2020,Y59,SOUTH EAST COMMISSIONING REGION,163352,919436.36,0,0
01/08/2020,Y60,MIDLANDS COMMISSIONING REGION,214844,1337143.75,0,0
01/09/2020,Y56,LONDON COMMISSIONING REGION,125068,649371.68,0,0
01/09/2020,Y58,SOUTH WEST COMMISSIONING REGION,140516,559282.57,0,0
01/09/2020,Y61,EAST OF ENGLAND COMMISSIONING REGION,151130,760259.02,0,0
01/09/2020,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,167459,1128673.98,0,0
01/09/2020,Y62,NORTH WEST COMMISSIONING REGION,171146,937120.57,0,0
01/09/2020,Y59,SOUTH EAST COMMISSIONING REGION,174958,972566.83,0,0
01/09/2020,Y60,MIDLANDS COMMISSIONING REGION,232209,1427694.39,0,0
01/10/2020,Y56,LONDON COMMISSIONING REGION,129716,653657.43,0,0
01/10/2020,Y58,SOUTH WEST COMMISSIONING REGION,143880,562090.99,0,0
01/10/2020,Y61,EAST OF ENGLAND COMMISSIONING REGION,153501,755852.28,0,0
01/10/2020,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,169466,1149169.61,0,0
01/10/2020,Y62,NORTH WEST COMMISSIONING REGION,173615,980432.43,0,0
01/10/2020,Y59,SOUTH EAST COMMISSIONING REGION,179682,989326.45,0,0
01/10/2020,Y60,MIDLANDS COMMISSIONING REGION,235743,1418662.27,0,0
01/11/2020,Y56,LONDON COMMISSIONING REGION,123825,617248.33,0,0
01/11/2020,Y58,SOUTH WEST COMMISSIONING REGION,139189,557456.57,0,0
01/11/2020,Y61,EAST OF ENGLAND COMMISSIONING REGION,147857,747486.47,0,0
01/11/2020,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,163127,1108396.43,0,0
01/11/2020,Y62,NORTH WEST COMMISSIONING REGION,166353,941685.8,0,0
01/11/2020,Y59,SOUTH EAST COMMISSIONING REGION,173145,982433.04,0,0
01/11/2020,Y60,MIDLANDS COMMISSIONING REGION,226906,1395319.62,0,0
